tweet,label,index,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
hmmm why is lana del rey such a mood,0.0,37,1,9,66.04,,,,9,0,66.67,55.56,44.44,0,0,0,0,0,0,0,0,22.22,11.11,0,0,11.11,11.11,0,0,11.11,0,0,0,0,0,0,22.22,0,11.11,0,11.11,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0
"Doggo owners have started walking the dogs around the technology park I work on &amp; I can see them all from my desk. 

This is the only positive of working from the office",0.0,38,1,33,89.52,23.94,29.49,,16.5,15.15,87.88,69.7,54.55,15.15,12.12,9.09,0,0,0,3.03,3.03,21.21,12.12,0,15.15,9.09,3.03,0,0,21.21,3.03,3.03,9.09,0,6.06,3.03,18.18,9.09,3.03,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.06,0,0,0,0,0,0,6.06,0,0,0,0,3.03,0,0,3.03,12.12,0,0,12.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,3.03,3.03,3.03,0,0,3.03,3.03,6.06,0,0,0,0,0,0,9.09,3.03,0,0,0,0,6.06,0
So staying up late was worth it..... 😪😩,1.0,39,1,7,2.35,,99,,3.5,14.29,100,85.71,57.14,14.29,0,0,0,0,0,0,14.29,0,0,0,14.29,14.29,14.29,14.29,0,28.57,0,0,0,0,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,28.57,0,0,0,14.29,14.29,0,0,0,0,0,0,0,71.43,71.43,0,0,0,0,0,28.57
Feel like every senior is just ready to move on to bigger and better things,0.0,40,1,15,89.52,77.41,19.26,97.84,15,0,100,86.67,60,6.67,0,0,0,0,0,0,6.67,6.67,0,0,26.67,6.67,6.67,6.67,0,20,13.33,13.33,6.67,0,6.67,0,20,6.67,6.67,6.67,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13.33,0,6.67,0,0,0,6.67,0,0,13.33,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Hancock is a top shagger,1.0,41,1,6,89.52,,39.59,,6,33.33,50,50,33.33,0,0,0,0,0,0,0,0,16.67,16.67,0,0,16.67,0,0,0,16.67,16.67,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I reverse imaged searched a selfie and it under visually similar images it is exclusively asian woman my am I white passing narrative is quaking,1.0,42,1,25,12.09,1,96.32,,25,32,84,64,48,20,12,12,0,0,0,0,8,8,4,0,4,12,4,4,0,16,8,0,0,0,0,0,20,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,4,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,4,4,12,0,0,0,0,12,0,4,4,0,0,0,0,0,0,0,0,0,0,0
"Like all humans, I make some decisions that go against the best interests of myself or others. One such decision is sometimes eating too much sugar, another was consuming animal products. I would love the government to nudge me towards better decisions. #NationalFoodStrategy",0.0,43,1,43,64.59,1,99,87.73,10.75,27.91,93.02,69.77,53.49,16.28,9.3,9.3,0,0,0,0,6.98,18.6,4.65,2.33,11.63,6.98,2.33,2.33,0,16.28,6.98,11.63,6.98,0,4.65,2.33,32.56,2.33,25.58,6.98,2.33,4.65,4.65,0,9.3,0,13.95,9.3,4.65,4.65,4.65,0,0,0,0,0,4.65,2.33,0,0,0,0,0,2.33,0,0,0,0,2.33,2.33,0,0,2.33,0,0,2.33,0,0,4.65,0,0,0,0,0,0,4.65,0,0,0,0,0,0,0,0,0,2.33,11.63,9.3,2.33,4.65,4.65,0,0,0,2.33,2.33,2.33,0,0,0,0,0,0,13.95,6.98,4.65,0,0,0,2.33,0
"@AsdaServiceTeam imagine your delivery being 2 hours late, and imagine calling up your service team only for them to hang up at 10pm, coincidentally the same time the office closes. But it’s okay, my £3 delivery fee is being refunded though 👊🏻",0.0,44,1,41,48.44,68.54,99,,20.5,21.95,92.68,60.98,46.34,12.2,9.76,2.44,0,4.88,0,2.44,2.44,12.2,4.88,7.32,12.2,9.76,4.88,7.32,0,14.63,7.32,2.44,2.44,2.44,0,0,24.39,0,12.2,4.88,0,0,0,0,7.32,0,0,0,0,0,0,0,0,0,0,0,9.76,2.44,2.44,0,0,0,0,9.76,0,0,0,0,0,0,0,0,9.76,0,0,4.88,4.88,0,0,0,0,0,0,0,0,0,0,0,0,4.88,0,0,0,0,0,0,7.32,9.76,0,2.44,7.32,0,0,0,7.32,0,7.32,0,2.44,0,2.44,0,0,14.63,2.44,7.32,0,0,2.44,2.44,4.88
Putting the toilet paper roll on so that it hangs under instead of over is a crime worthy of the death penalty,1.0,45,1,22,97.37,17.46,95.15,86.79,22,13.64,81.82,68.18,59.09,9.09,0,0,0,0,0,0,9.09,18.18,13.64,0,22.73,4.55,9.09,4.55,0,9.09,4.55,0,4.55,0,0,4.55,9.09,0,4.55,0,0,0,0,0,4.55,0,4.55,4.55,0,0,0,0,0,0,0,0,4.55,4.55,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0,0,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,22.73,0,9.09,13.64,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oh my what was that noise? The dog isn’t happy either! #loudbang,0.0,46,1,12,1,1,89.39,20.23,4,8.33,83.33,75,58.33,25,8.33,8.33,0,0,0,0,16.67,33.33,8.33,0,0,16.67,0,8.33,8.33,16.67,16.67,0,0,0,0,0,25,0,16.67,0,0,0,0,0,16.67,0,16.67,8.33,8.33,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,8.33,0,0,8.33,8.33,0,8.33,0,0,8.33,0,33.33,0,0,8.33,8.33,8.33,8.33,0
HAPPY WORLD TAPIR DAY EVERYONE!!! HERE IS YOUR YEARLY REMINDER THAT I LOVE TAPIRS!!!,0.0,47,1,14,2.35,97.11,99,99,7,14.29,85.71,64.29,42.86,28.57,14.29,7.14,0,7.14,0,0,14.29,14.29,0,0,0,7.14,7.14,0,0,7.14,7.14,14.29,0,0,0,0,35.71,7.14,7.14,0,0,0,0,0,0,7.14,14.29,14.29,0,14.29,14.29,0,0,0,0,0,21.43,7.14,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,14.29,0,0,14.29,0,0,0,14.29,0,7.14,0,0,0,0,0,0,42.86,0,0,0,42.86,0,0,0
"If you're able to donate, then use: https://t.co/iH6jJWtoPQ. If you aren't able to donate, then I'd appreciate it if this post gained some traction. Every little bit counts. If you'd like a drawing for your donation, I'm more than willing to do so. (4/4)",0.0,48,1,45,3.8,40.06,77.17,97.84,9,11.11,93.33,66.67,55.56,17.78,13.33,4.44,0,8.89,0,0,4.44,11.11,2.22,6.67,11.11,13.33,2.22,17.78,2.22,17.78,4.44,13.33,13.33,6.67,6.67,0,26.67,2.22,20,2.22,2.22,2.22,8.89,0,13.33,0,6.67,6.67,0,6.67,6.67,0,0,0,0,0,20,8.89,8.89,0,0,0,0,11.11,0,0,0,0,2.22,0,0,2.22,6.67,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,2.22,0,0,0,2.22,0,0,0,0,0,0,0,0,0,0,4.44,0,8.89,0,0,0,0,0,0,35.56,8.89,6.67,0,0,11.11,8.89,0
"missed this the first time round but a conversation I really wanted to see happen , great article @hkatewilliams  https://t.co/wH0doPQlb1",0.0,49,1,19,80.4,3.34,33.61,92.27,19,15.79,89.47,73.68,42.11,10.53,5.26,5.26,0,0,0,0,5.26,21.05,10.53,10.53,5.26,0,5.26,5.26,0,21.05,15.79,5.26,0,0,0,0,26.32,0,15.79,0,0,5.26,0,5.26,5.26,0,5.26,5.26,0,0,0,0,0,0,0,0,10.53,10.53,0,0,0,0,5.26,0,0,0,0,0,5.26,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,15.79,10.53,0,0,5.26,5.26,0,0,5.26,10.53,0,0,0,0,0,0,0,10.53,0,5.26,0,0,0,5.26,0
Morning workout routine: bench pressing my weighted blanket,0.0,50,1,8,62.1,1.71,99,,8,75,62.5,25,12.5,12.5,12.5,12.5,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,12.5,0
"One point of correction though (literally artistic licence!). At present, exercise has been shown to be effective in other autoimmune conditions but not specifically in APS.",0.0,51,1,26,74.95,1,94.47,79.29,13,38.46,69.23,57.69,50,0,0,0,0,0,0,0,0,7.69,0,3.85,19.23,11.54,3.85,7.69,3.85,11.54,11.54,3.85,3.85,0,3.85,0,26.92,0,19.23,0,0,0,7.69,0,11.54,0,3.85,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,3.85,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,7.69,3.85,11.54,0,0,0,0,0,0,23.08,7.69,3.85,0,3.85,0,7.69,0
"do love third year uni winter break, three things to do over the holidays while we have had no due dates so far this year yet 😐",1.0,52,1,26,8.56,62.84,98.89,99,26,3.85,92.31,73.08,61.54,11.54,3.85,0,3.85,0,0,0,7.69,19.23,3.85,7.69,7.69,15.38,7.69,7.69,3.85,15.38,7.69,15.38,3.85,3.85,0,0,34.62,3.85,3.85,0,0,3.85,3.85,0,0,0,7.69,7.69,0,3.85,3.85,0,0,0,0,0,7.69,3.85,0,0,0,0,0,3.85,0,0,0,0,0,0,0,0,3.85,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.23,7.69,0,0,7.69,0,0,0,26.92,3.85,0,0,0,0,0,0,0,3.85,0,3.85,0,0,0,0,3.85
RIP spider man 💀 https://t.co/GI0ZLhBxdp,0.0,53,1,4,,99,,,4,0,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,25,0,0,0,25,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"@izzychari @mikeduncan “Please get a free shot or take a once weekly nose swab. We will literally pay you to take time off to get the shot”- Czar Nicholas, King George, Charles I, and so on.",1.0,54,1,36,79.79,92.24,22.12,64,18,13.89,75,58.33,41.67,8.33,8.33,2.78,2.78,2.78,0,0,0,11.11,8.33,2.78,11.11,2.78,5.56,8.33,0,13.89,5.56,2.78,8.33,2.78,0,5.56,11.11,0,2.78,0,0,0,2.78,0,2.78,0,2.78,2.78,0,0,0,0,0,0,0,0,13.89,2.78,2.78,2.78,0,0,0,11.11,0,0,0,5.56,2.78,2.78,0,0,2.78,0,0,0,2.78,0,2.78,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,8.33,0,0,2.78,0,0,0,0,0,27.78,5.56,8.33,0,0,0,13.89,0
"@MollyJongFast I think it should be allowed for customer service workers to squirt water into their face like how they do sometimes to train pets",1.0,55,1,25,63.53,98.38,35.01,,25,24,84,56,52,16,12,4,0,0,0,8,4,4,0,0,20,12,4,0,0,16,0,0,12,4,0,8,20,0,20,8,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,0,0,0,0,0,20,4,0,0,0,0,0,0,0,16,0,4,12,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0
I just love falling up the stairs 😑,1.0,56,1,7,89.52,1,99,99,7,14.29,85.71,57.14,57.14,14.29,14.29,14.29,0,0,0,0,0,14.29,14.29,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,14.29,14.29,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,28.57,0,14.29,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29
I forgot to kip,0.0,57,1,4,89.52,1,89.39,,4,0,75,75,50,25,25,25,0,0,0,0,0,0,0,0,25,0,0,0,0,25,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Being a girl is about garish blue eyeshadow, mostly",0.0,58,1,9,33.38,92.24,,,9,11.11,88.89,66.67,55.56,0,0,0,0,0,0,0,0,11.11,11.11,0,11.11,22.22,22.22,0,0,22.22,11.11,0,0,0,0,0,22.22,0,11.11,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,0,22.22,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0
imma still vote for vermin supreme this presidential election 😤,1.0,59,1,9,10.19,2.75,10.18,,9,33.33,88.89,55.56,44.44,22.22,11.11,11.11,0,0,0,0,11.11,11.11,0,0,11.11,11.11,11.11,0,0,0,11.11,0,33.33,0,0,33.33,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,11.11,11.11,11.11,0,0,0,0,0,0,0,0,0,0,11.11
Please showcase Hanahs story. The dog who was ripped form her mothers arms in the Joplin tornado. Let's bring her HOME!@TheEllenShow,0.0,60,1,22,58.76,99,1,,7.33,18.18,63.64,40.91,36.36,18.18,18.18,0,4.55,0,9.09,0,0,18.18,9.09,0,4.55,9.09,0,0,0,13.64,0,0,4.55,4.55,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.36,13.64,4.55,4.55,0,0,4.55,22.73,4.55,0,13.64,0,0,0,0,0,4.55,0,4.55,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,13.64,0,4.55,9.09,0,0,0,0,4.55,4.55,0,0,0,0,0,0,22.73,9.09,0,0,4.55,4.55,4.55,0
"Currently bombing aces on the volleyball court and math tests in the classroom.
#StudentAthlete",1.0,61,1,14,99,79.51,24.32,1,7,35.71,92.86,42.86,42.86,0,0,0,0,0,0,0,0,14.29,14.29,0,14.29,0,7.14,7.14,0,0,0,0,14.29,0,7.14,7.14,7.14,0,0,0,0,0,0,0,0,0,7.14,0,7.14,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,35.71,7.14,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,7.14,0,0,0,7.14,0,7.14,0,0,0,0,0,0,14.29,7.14,0,0,0,0,7.14,0
A wrong impression is once again my specialty,1.0,62,1,8,5.64,1.71,99,1,8,25,87.5,75,62.5,12.5,12.5,12.5,0,0,0,0,0,37.5,12.5,12.5,0,12.5,25,0,0,12.5,12.5,12.5,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,25,25,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Another great day in the office! Happy to be working with @HeyItsEbb and @Sicarius_Matt #softwaredevelopment #webdevelopment #Motivated #tech #Businesses https://t.co/h59QAZ7sEG,0.0,63,1,20,94.88,15.75,28.56,99,10,40,85,55,35,5,0,0,0,0,0,0,5,10,5,5,15,5,0,5,0,10,10,10,10,0,10,0,15,0,10,0,5,0,0,0,5,0,10,10,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,15,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,45,0,0,0,5,0,40,0
my super power is always biting into the sour cream side of the burrito no matter what,1.0,64,1,17,79.1,2.18,83.69,95.42,17,5.88,94.12,64.71,52.94,11.76,5.88,5.88,0,0,0,0,5.88,23.53,11.76,0,11.76,5.88,5.88,0,5.88,5.88,11.76,0,5.88,0,0,5.88,23.53,11.76,5.88,0,0,0,0,0,0,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76,0,0,0,0,0,0,11.76,0,0,0,0,0,0,0,0,0,0,5.88,17.65,0,0,11.76,0,0,5.88,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I remember when I was a kid how I used to troll my dad. 
I’d be watching a film on sky movies and then when I knew he was in the other room I would say out loud ‘wow look at the tits on her’ 
He would come back in the room and nothing was there but he’d ask questions like…",0.0,65,1,61,19.57,6.87,98.05,,30.5,6.56,96.72,81.97,65.57,18.03,18.03,11.48,0,0,6.56,0,0,13.11,8.2,0,13.11,13.11,6.56,9.84,1.64,24.59,3.28,0,1.64,1.64,0,0,27.87,1.64,16.39,6.56,3.28,4.92,1.64,0,3.28,1.64,3.28,0,0,1.64,0,0,0,0,0,1.64,13.11,3.28,0,0,0,0,3.28,9.84,1.64,0,1.64,6.56,0,0,0,0,6.56,3.28,3.28,0,0,0,1.64,0,0,0,0,0,1.64,0,0,0,0,0,0,0,0,0,0,0,9.84,18.03,3.28,1.64,13.11,3.28,1.64,0,4.92,9.84,0,0,1.64,0,0,0,1.64,13.11,6.56,0,0,0,4.92,1.64,0
"B/w Rain is a Good Thing stuck in my my head, the heat &amp; #GladePlugIns going in the car, hard to believe it's not Summer! #Glade #GotItFree",0.0,66,1,28,83.77,1,99,75.77,14,10.71,75,57.14,42.86,14.29,7.14,7.14,0,0,0,0,7.14,17.86,10.71,0,10.71,7.14,0,0,3.57,17.86,3.57,0,0,0,0,0,17.86,0,7.14,3.57,0,0,0,0,3.57,0,3.57,3.57,0,3.57,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,3.57,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,21.43,0,3.57,10.71,0,0,7.14,3.57,3.57,7.14,3.57,0,0,0,0,0,35.71,0,7.14,0,3.57,3.57,21.43,0
victini is my favorite pokemon,0.0,67,1,5,3.8,1,63.35,99,5,60,60,60,40,20,20,20,0,0,0,0,0,20,0,0,0,20,0,0,0,20,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
You know the wolves match is boring when you're talking with your mate about the best way to wire up his new shed!,1.0,68,1,23,60.52,99,44.75,20.23,23,4.35,82.61,73.91,52.17,17.39,17.39,0,0,13.04,4.35,0,0,17.39,8.7,0,17.39,8.7,8.7,4.35,0,17.39,13.04,0,8.7,4.35,4.35,0,21.74,0,4.35,4.35,0,0,0,0,0,0,8.7,4.35,4.35,4.35,0,4.35,0,0,0,0,26.09,4.35,0,0,0,0,4.35,21.74,0,4.35,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,0,0,0,8.7,8.7,0,0,8.7,0,0,0,8.7,0,8.7,0,0,0,0,0,0,8.7,0,0,0,4.35,4.35,0,0
whenever i see someone put in a bath bomb on their story i just think of that scene from the goblet of fire,0.0,69,1,23,82.28,40.06,92.58,1,23,8.7,91.3,73.91,60.87,21.74,13.04,8.7,0,0,0,4.35,8.7,17.39,8.7,0,21.74,0,8.7,4.35,0,13.04,0,0,4.35,0,0,4.35,13.04,0,8.7,4.35,0,0,4.35,0,0,0,4.35,0,4.35,0,0,0,0,0,0,0,13.04,4.35,0,0,0,0,4.35,8.7,0,0,0,0,0,0,0,0,4.35,4.35,0,0,0,0,8.7,4.35,0,0,0,0,0,4.35,0,0,0,0,0,0,0,0,0,0,4.35,13.04,0,4.35,4.35,4.35,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Love everything in my basket selling our before the sale was meant to start😒 @ZARA_Care @zara,1.0,70,1,16,78.28,75.49,99,96.74,16,18.75,81.25,68.75,50,18.75,12.5,6.25,6.25,0,0,0,6.25,18.75,6.25,0,18.75,6.25,0,6.25,0,25,0,0,6.25,6.25,0,0,25,6.25,6.25,6.25,0,0,0,0,0,0,6.25,6.25,0,6.25,6.25,0,0,0,0,0,12.5,6.25,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,12.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,6.25,0,0,6.25,0,0,0,12.5,12.5,0,0,0,0,0,0,0,18.75,0,0,0,0,0,18.75,6.25
I am starting off my day by watching a Dragons Den special on Deborah Meaden and eating a Pot Noodle. My life is perfect.,1.0,71,1,24,82.63,1.71,89.39,83,12,25,83.33,70.83,45.83,12.5,12.5,12.5,0,0,0,0,0,16.67,8.33,0,12.5,8.33,0,4.17,0,16.67,8.33,4.17,0,0,0,0,20.83,0,4.17,0,0,0,0,4.17,0,0,4.17,4.17,0,0,0,0,0,0,0,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,0,4.17,0,0,0,8.33,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,16.67,8.33,4.17,0,4.17,4.17,0,0,8.33,0,8.33,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0
I want to do a puzzle while drunk again,0.0,72,1,9,33.38,2.75,77.17,,9,0,100,77.78,66.67,11.11,11.11,11.11,0,0,0,0,0,11.11,11.11,0,11.11,11.11,11.11,11.11,0,22.22,0,0,0,0,0,0,33.33,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,11.11,0,0,0,0,11.11,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Another jab to protect myself? More pokes I get I’ll pop,1.0,73,1,11,6.68,1,99,,5.5,18.18,81.82,63.64,54.55,36.36,27.27,27.27,0,0,0,0,9.09,18.18,0,0,9.09,9.09,0,0,0,18.18,9.09,18.18,0,0,0,0,18.18,0,9.09,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,9.09,0,9.09,9.09,0,9.09,0,0,0,0,0,0,0,9.09,0,0,0,0,0,18.18,0,0,9.09,0,9.09,0,0
When your @Apple delivery gets stolen by a UK Mail delivery driver and the police know who it is but I still don’t get taken seriously🙃🙃🙃,1.0,74,1,26,4.85,40.06,30.98,,26,11.54,88.46,73.08,53.85,15.38,11.54,3.85,0,3.85,0,0,3.85,11.54,7.69,0,3.85,7.69,11.54,11.54,3.85,26.92,0,0,3.85,0,0,3.85,34.62,0,11.54,3.85,0,0,0,3.85,3.85,0,0,0,0,0,0,0,0,0,0,0,11.54,3.85,0,0,0,0,3.85,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.08,0,0,0,0,0,0,11.54,0,0,0,0,0,0,0,3.85,7.69,11.54,0,0,0,0,0,0,7.69,0,0,0,0,3.85,3.85,11.54
"Well, I had hoped the election would be called in time for my quarter-century birthday two days ago, but I’ll accept this belated present from my fellow Americans. #BidenHarris2020 #election",0.0,75,1,30,22.17,1,93.95,99,15,26.67,86.67,63.33,53.33,16.67,13.33,13.33,0,0,0,0,3.33,16.67,3.33,6.67,10,13.33,6.67,3.33,0,20,0,6.67,10,3.33,0,6.67,33.33,0,10,0,0,6.67,3.33,0,3.33,0,13.33,13.33,0,3.33,3.33,0,0,0,0,0,3.33,3.33,0,0,0,0,3.33,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,3.33,0,0,0,0,0,0,3.33,3.33,0,0,3.33,0,0,0,13.33,13.33,0,6.67,0,0,0,0,0,23.33,3.33,6.67,0,0,3.33,10,0
