,tweets,class
60996,@CoreySeidmanCSN @philliesnation even worse because SCOUTS WERE THERE!!! #sarcasm,sarcasm
60997,Noel Gallagher's 12 best insults: in pictures - via @Telegraph http://t.co/LGhBrysdyC #funny #quotes #noelgallagher #loveit #sarcastic,sarcasm
60998,@GrnEyedMandy He should have bought a bigger flag #sarcasm 😁😈,sarcasm
60999,The pleasant temperature at my home in this very moment. #sarcasm http://t.co/xkQfCJFuE7,sarcasm
61000,Is he offering a TTK price reduction? Blatter Has Money Thrown At Him At Briefing http://t.co/XGR0weY2nE  #Destiny #sarcasm #DLC #Bungie,sarcasm
61001,"McCain is a neurotic war hero, so it's ok if he marginalizes us as his party's base. @GaltsGirl #sarcasm",sarcasm
61002,@tsnmike maybe should have added an emoji or #sarcasm to the original tweet😊,sarcasm
61003,Lol you're doing it right #ClashOfClans #Gemmed #Sarcasm http://t.co/RR3QwvPYKn,sarcasm
61004,When people leave gifts for me at work.....😳🔫 #gymfail #sarcasm http://t.co/TZniLLXT28,sarcasm
61005,This @JordanSpieth kid is pretty good. #sarcasm #StAndrews @TheOpen,sarcasm
61006,@LAFNGUY Maybe more oil spills are the answer to our killer shark problem? #sarcasm,sarcasm
61007,"I wonder if someone is gonna say ""RKO outta nowhere!"" even if Orton clearly telegraphs the move. #Sarcasm",sarcasm
61008,@DispensaryFree  local sick gangsters are defying the police! Arrest the sick! #sarcasm http://t.co/SpKUlto9eL,sarcasm
61009,No it's awesome that people don't know how to drive causing me to be late to work #sarcasm,sarcasm
61010,@Sportlogiq @AndrewBerkshire won't happen. MT needs room for Wiese and DD needs to double shift. WTF are the Gallys there #sarcasm,sarcasm
61011,@Seahawks Big time fan there with that sick throwback jersey. #sarcasm,sarcasm
61012,@karsonwithak i've been dying to see it - please send if you find it!  #sarcasm,sarcasm
61013,Like he needs more money #sarcasm #wit #humour #Fifa #LeeNelson,sarcasm
61014,"@PrgrssveDem2016 @dailykos to be fair, you'd have to ambush, heckle, and shout down every answer she gives to judge her fairly #sarcasm",sarcasm
61015,Wow it's good to be back at work #sarcasm #11hourshift #whatsworklifebalance 😏👎🏼,sarcasm
61016,I promise I'm actually nice and I don't often bite and if I say something horribly mean to you I probably don't mean it. #sarcasm,sarcasm
61017,Just think how much more exciting #TheOpen2015 would be if the @USGA setup the course. #sarcasm #notneeded #playersarethestory #starsshine,sarcasm
61018,@DeepikaBhardwaj they have been considered in school books as a worrier what else u want! #nishasharma #sarcasm,sarcasm
61019,"Those countries are democracies, so unlike Cuba, they're definitely not evil at all and can't do any wrong #sarcasm https://t.co/mpgkVkemat",sarcasm
61020,Nothing like relaxing to the soothing sounds of a rock tumbler. #sarcasm,sarcasm
61021,RIP my beloved size 14 way to big for me sandal. #forevermissed #sarcastic https://t.co/oKvindes95,sarcasm
61022,@JulieDelanis fair. Of course due to 1 Romans 1:18-21 we all know good exists don't we. Foolish and evil heathen (psalm 14:1). #sarcasm,sarcasm
61023,"Yup, thanks to all these women for fighting for us #sarcasm http://t.co/mS4dyh8465 https://t.co/wJDSpO0621",sarcasm
61024,This stuff...not a fan. #sarcasm #WaldroupVaca2015 @ Beachview Condos https://t.co/lWROEy5usa,sarcasm
61025,#sarcasm #lookatmymasterplan #utopiaishere #yay! #lookwhoisthefuckinhero It is never #GOI but always #Modi's plan. #Duh!,sarcasm
61026,@MeganLeslieMP @hapspop @BlogWrath @joanne_hussey @RobertNDP @HalifaxPride After centuries of compulsory heterosexuality why not? #sarcasm,sarcasm
61027,"@md1uk @Col_Connaughton Sorry for not taking a close part in this keyboard fight, you can win this round if you'd like... #sarcasm",sarcasm
61028,Nothing is more fun than listening to 12 yr old girls talking about push up bras #sarcastic,sarcasm
61029,"#GrowingUpWithMyName was always followed by ""are you in wonderland?"" #blondehairblueeyes #shesmytwin #sarcasm",sarcasm
61030,"News alert @FIFAcom #WC2026 #NorthKorea after ""generous"" offer from country´s ""great leader"" says #Blatter #sarcasm http://t.co/uJm6WfHC86",sarcasm
61031,"@SophiaLamar1 @LucyGoesHard but but they are only, misunderstood, they've done plenty of good things too. #Sarcasm",sarcasm
61032,Glad to see the combination of VZ and AOL is upping the game of both companies so greatly! #sarcasm https://t.co/kLAmRbP1Od,sarcasm
61033,Great time for our air conditioning to crap out... #sarcasm #nothingspecialintheair,sarcasm
61034,goodness... so many meeting notices... you'd think there was a major announcement just made #sarcasm,sarcasm
61035,#Sarcasm is the ultimate cure sometimes :P,sarcasm
61036,"Oh Russia cheats in sports? News to me. #sarcasm No #FIFA16 for #Russia.
https://t.co/0Lq6mOMNHq",sarcasm
61037,For those times you text someone &amp; they take forever to text you back http://t.co/lkHUGVIEBP #handlettering #sarcasm #greetingcard #callme,sarcasm
61038,Trying to figure out how to get to AMS for Sail Amsterdam. Ticket prices are ONLY $1500 #sarcasm,sarcasm
61039,It's so hot and muggy in LA.  Good thing my wife is going to Miami to get away from this weather #sarcasm,sarcasm
61040,@DOBrienAJC Miller obviously needs to work on his hitting. That's what Babe Ruth did ... #sarcasm,sarcasm
61041,@DispensaryFree Gangster degenerates from the past who contributed nothing! #sarcasm https://t.co/ig6ds0GBbJ,sarcasm
61042,Good to see people on Devpro haven't stopped ragequitting. #sarcasm,sarcasm
61043,people who are sarcastic all the time piss me off #sarcasm,sarcasm
61044,He does stuff for the black community at the expense of date rape. What about the community? #Sarcasm https://t.co/RlSog62K1U,sarcasm
61045,@zduncansports Imagine how good he'd be if he stayed in college? #sarcasm,sarcasm
61046,Eating hot tamales because I'm in a bad mood. I cope with stress so well. #sarcasm,sarcasm
61047,It ain't easy being an editor #sarcasm #EditorProblems #Chablis #France http://t.co/y5o13PJ1re,sarcasm
61048,"Yup, this will resurrect their dead ratings!  #Sarcasm  https://t.co/iu9vuiXZB2",sarcasm
61049,@sandypsj @2AvSagas  Dont worry Andrew Cuomo will save the day #sarcasm,sarcasm
61050,"You know its going to be a great day of work when you're counting down the minutes.. In my case, i have 5 hours and 56 minutes! #sarcasm",sarcasm
61051,"Well, if Blake &amp; Miranda can't make it then none of us can #sarcasm",sarcasm
61052,"@GrantAfseth @mharparaiso007 man,  that definitely isn't same PG. He is washed up now....:-D #sarcasm",sarcasm
61053,"@comcastcares internet/phone down 24hrs. tech did not show up in window. now,i have to wait 2 more days for next appt...#comcastic #sarcasm",sarcasm
61054,SO EXCITED FOR TOMORROW #sarcasm,sarcasm
61055,@intensemorgasm Yes...how dare she care about all people in all races and creeds. What a horrid bitch! #sarcasm,sarcasm
61056,@Chad_Gibbs @jmiddsau I wished we had another Mexican or chicken finger place. #sarcasm,sarcasm
61057,@DispensaryFree Pot using gangsters live on my street! I was terrified! I approached them and they offered me pizza! Lets get them! #sarcasm,sarcasm
61058,Love it when stores have convenient bike racks. Thx @BedBathBeyond @AtAssemblyRow #sarcasm http://t.co/74QVgdNUIT,sarcasm
61059,"@DJGrothe I work in IT. Looks like we need to change how we deal with malware.
#sarcasm",sarcasm
61060,"I see clouds , does it mean rain ? 😂😂 #sarcasm",sarcasm
61061,"Because such things are evil Western influences, not part of our culture. #sarcasm https://t.co/Vo3IeXU4j9",sarcasm
61062,so glad I took the time to shower before work #sarcasm #sweatyandsticky,sarcasm
61063,Life is really great when everything you hope for is too much to hope for! #Sarcastic #KillMePlease,sarcasm
61064,You know what I love? Being ignored.... It's the best #sarcasm,sarcasm
61065,It's not every day that you have a total meltdown at work. #GreatDayToBeAlive #Sarcasm,sarcasm
61066,"If you leave it 2 late to get in shape for your holiday, be sure to demonise a whole food group as a means to show a late attempt #Sarcasm",sarcasm
61067,Also I've had people think I was being serious. #Sarcasm http://t.co/4r0SFMKDEa,sarcasm
61068,@mrtommygman be patient! #sarcasm 😉,sarcasm
61069,And If Using #Sarcasm Is The Only Way I Can Get Through A Conversation With You Then We Probably Shouldn't Talk Much,sarcasm
61070,.@smpetrey it makes it just look so damn professional #sarcasm #happymonday,sarcasm
61071,I'm in a good mood btw #sarcasm no i really am,sarcasm
61072,@no_safe_HAVEN @tejay_van precisely #sarcasm ;-),sarcasm
61073,OMG OMG OMG like @daltonjackson13 just called me!!! Omg I'm soooooo excited!! #sarcasm #lame,sarcasm
61074,According to my FB newsfeed the child tax credit has increased -- maybe it's time to pop out a few kids. #not #sarcasm #facebookisannoying,sarcasm
61075,"""Please, more @Snapchat 's of that concert you're at!"" #sarcasm",sarcasm
61076,@JennIverson Thanks for not rubbing it in.  #Sarcasm,sarcasm
61077,@tinymattresses my 14p pay rise last year helped me sooooo much.. How can you say work doesnt pay? #sarcasm,sarcasm
61078,@Warcraft Why isn't Ashran on the list? #sarcasm,sarcasm
61079,"I love today'srap music ""mbadabugadanamada thisisonlydabeegeeeening"" #sarcasm",sarcasm
61080,What?? It's raining AGAIN in Middle Tennessee?! #Sarcasm,sarcasm
61081,@realDonaldTrump was clowning @SenJohnMcCain  http://t.co/yi8xeMCGqe  #sarcasm,sarcasm
61082,When someone enters into an Ashley Madison account it is a sacred bond of trust. Now it's broken and may never be repaired #sarcasm,sarcasm
61083,"Wow, the girl at @jimmyjohns was soo nice #sarcastic #rude",sarcasm
61084,No internet. How is a person supposed to procrastinate w/no internet?! Guess I will go work out instead of working. #ThanksRogers #sarcasm,sarcasm
61085,There's nowhere in the town of Dunn to get a decent cup of coffee. How do people even live here? LOL #sarcasm #givemebackstarbucks,sarcasm
61086,Thanks for the email back @cedarpoint #sarcasm #seeyain20,sarcasm
61087,It's his fault for everything it seems these days. #thanksobama #sarcasm http://t.co/jEjFpdCv1A,sarcasm
61088,"Does this happen to anyone out there in Twitter land?
#Stupidity  #Sarcasm http://t.co/HvDYaRZaGE",sarcasm
61089,@josh_deuce1 Rousey introduces the competition factor doesnt she? I mean Serena does right? #sarcasm,sarcasm
61090,"I wish all the U.S. farmers would stop talking about their shitty corn and soybean crops, can't hide the truth from the USDA!!! #sarcasm",sarcasm
61091,@notaxation @JimSterling you broke the standard 20 year rule Jim! Shame on you! #sarcasm,sarcasm
61092,My body couldn't have picked a better time to be a girl #sarcasm,sarcasm
61093,I stand corrected. Oosthuizen/Leishman/Johnson. The excitement is palpable. #Sarcasm #OpenChampionship,sarcasm
61094,@Cajun_Conserv ok...not to be weird....how about a nose picking pic? Would that be better? #sarcasm,sarcasm
61095,buzzing for my driving test tomorrow #sarcasm,sarcasm
61096,"Can't wait for the Didn't Have A Child Care Benefit! Come on #Conservatives, buy my vote too! #sarcasm #incaseitwasntobvious",sarcasm
61097,"This happens to me all the time. 
People just can't keep up.

#sarcasm #storyofmylife https://t.co/P2obHCHIpb",sarcasm
61098,@that_shaman His jokes are wonderful! #sarcasm,sarcasm
61099,@M0X1 All you have to do to get media attention these days is to call American heroes losers. #sarcasm,sarcasm
61100,Another wonderful experience with @TWC @TWC_Help #sarcastic I want @DIRECTV back,sarcasm
61101,Still want a new Pet Peeve Thank You Card? Grab yours here http://t.co/h56LXEx38U #etsy #handmade #lettering #sarcasm http://t.co/ND56LM4GwK,sarcasm
61102,"I wonder did I drank some sarcasm serum or syrup when I was born.
#sarcasm @FunnySayings @SarcasticRover @Sarcasm_Machine @ComedyPosts",sarcasm
61103,Love doing everything for a graduation party that's not even mine!!!! #BestSummerEver #sarcasm,sarcasm
61104,"Yay, another hospital gown. This one has tiny little flowers on it 😐 #flowerchild #sarcasm @… https://t.co/fIh54j47H2",sarcasm
61105,Another all-time high for Disney. Marvel is a beast. Maybe Pixar should do A Bug's Life 2 with the crazy ants from Ant-Man. #sarcasm #orisit,sarcasm
61106,"When you're so bloody sarcastic that you need to mention ""no not being sarcastic"". #sarcasm",sarcasm
61107,"No. Please. Stop. Don't go. The quality of your ""editorial freedom"" is found nowhere else. #sarcasm https://t.co/J3DC9rNKN5",sarcasm
61108,"@AF632 just good old fashioned ordinary Jihad, nothing extreme at all. #sarcasm #chatanooga",sarcasm
61109,Oh this will end well: Noted Child Molester Josh #Duggar Welcomes New Baby Girl Into His Home http://t.co/wYo14wV4Ss #sarcasm #abuse,sarcasm
61110,"@USAB4L @sustain05 All good, patriotic Americans understand that laws r only meant 2 b applied to the non-politically connected.  #sarcasm",sarcasm
61111,@dross120 @TheOpen Your metaphors are so vivid and so poetic. You have a gift. #sarcasm,sarcasm
61112,"When I meet dumb fucks - Yes you are dumb,  yes I am gonna tell u and yes through a sarcasm. @singhhvirdi #sarcasm #rude",sarcasm
61113,"#Sarcasm is a way of life. I am honest, they think I am sarcastic and then I say again, yes I am honest.",sarcasm
61114,I just love it when I'm watching a trailer and 50%/60% is solely used for branding &lt;3 #sarcasm,sarcasm
61115,Zach Johnson is a one-hit wonder. #sarcasm,sarcasm
61116,To a tee!!! 😁😈😜😘 #Sarah #InANutshell #Stubborn #BiPolar #Sarcastic #SmartAssMouth #TrustWorthy… https://t.co/5QVXTHJbvB,sarcasm
61117,"@Damsteegt No shit
#sarcasm",sarcasm
61118,"This isn't complete bullshit https://t.co/VkmMvNzeXW

#Sarcasm",sarcasm
61119,Millions of parents tonight are saying I hate the @CPC_HQ and @pmharper for all this money in my mailbox. #socialistdream #sarcasm #cdnpoli,sarcasm
61120,American Pharoah would have made that putt. #sarcasm #Spieth #TheOpen,sarcasm
61121,thanks @Chase for closing half the Detroit banks so now I have to travel a few miles further then wait in a long line on 2 tellers. #sarcasm,sarcasm
61122,Nice to see everyone giving the lad who took the picture a bit credit eh #sarcasm #Mitrovic,sarcasm
61123,"@johnrabe @JohnMoGM But he would ""block Matt Adams"" #sarcasm",sarcasm
61124,It's these ninety degree weather days that make me really LOVE my all-black work uniform. #sarcasm #atleastwehaveairconditioning,sarcasm
61125,ASUS laptops are great and I can't wait to buy another one. #sarcasm,sarcasm
61126,"Well lookie here..... It's not your fault, it's in your blood #Sarcasm 😞😒 https://t.co/nMgt4Zjhz0",sarcasm
61127,My coworkers were thrilled to see I now have drumsticks for pencils today #sarcasm #officefun #DeskMakesaGoodDrumset https://t.co/ecRlpOr1k1,sarcasm
61128,"So in parallel universe Altaf Hussain have made some serious decision .. 
#Sarcasm
#BhookHatlal
#ThankYouPakRangers",sarcasm
61129,@msnbc go bill! Stop that free market capitalist nonsense! And give my money to someone who doesn't work! #sarcasm,sarcasm
